,x_a_AADP,x_g_AADP,y_a_AADP,y_g_AADP,z_a_AADP,z_g_AADP,x_a_correlation,x_g_correlation,y_a_correlation,y_g_correlation,z_a_correlation,z_g_correlation,x_a_covariance,x_g_covariance,y_a_covariance,y_g_covariance,z_a_covariance,z_g_covariance,x_a_entropy,x_g_entropy,y_a_entropy,y_g_entropy,z_a_entropy,z_g_entropy,x_a_iqr,x_g_iqr,y_a_iqr,y_g_iqr,z_a_iqr,z_g_iqr,x_a_kurtosis,x_g_kurtosis,y_a_kurtosis,y_g_kurtosis,z_a_kurtosis,z_g_kurtosis,x_a_mad,x_g_mad,y_a_mad,y_g_mad,z_a_mad,z_g_mad,x_a_mean,x_g_mean,y_a_mean,y_g_mean,z_a_mean,z_g_mean,x_a_median,x_g_median,y_a_median,y_g_median,z_a_median,z_g_median,x_a_mode,x_g_mode,y_a_mode,y_g_mode,z_a_mode,z_g_mode,x_a_range,x_g_range,y_a_range,y_g_range,z_a_range,z_g_range,x_a_s_nrg,x_g_s_nrg,y_a_s_nrg,y_g_s_nrg,z_a_s_nrg,z_g_s_nrg,x_a_skewness,x_g_skewness,y_a_skewness,y_g_skewness,z_a_skewness,z_g_skewness,x_a_variance,x_g_variance,y_a_variance,y_g_variance,z_a_variance,z_g_variance
0,11.8,14.767676767676768,10.5177304964539,18.960526315789473,11.4921875,11.4921875,0.2609773853947453,-0.7339778989606294,-0.0830571988986263,0.08494635054414836,-0.2725969201876568,-0.03561632579145013,0.09936200082240733,-0.08527444326027626,-0.028188713861917476,0.01566780620404088,-0.07270705857791918,-0.005334057810111741,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.4653296935638889,0.29272579568055557,0.5027603685,0.1647387115388889,0.38410872444444444,0.38410872444444444,19.203207572032362,5.25097528951575,2.4741417075545917,15.742338388854968,5.1856965309252185,5.1856965309252185,0.4038366321055395,0.24121223819659682,0.38376161954665333,0.1624602259742051,0.31629784342860506,0.31629784342860506,-0.04357646837218074,-0.047796324561414756,0.16840343379556666,0.06664980927699556,0.21652484704638444,0.21652484704638444,-0.14774950283333332,-0.03268290453666665,0.08675736844444451,0.036381740611111116,0.20703114444444445,0.20703114444444445,-1.3350789777777776,-0.014647387111111089,-2.2133615222222223,-0.2168404988888889,-2.196245811111111,-2.196245811111111,6.2165076444444445,3.0656239833333334,4.3260026555555555,2.71402754,4.391409555555556,4.391409555555556,729.0570429261056,217.90950068731118,491.0543298330776,148.07412841460447,426.7245931195957,426.7245931195957,3.5127670947937286,-1.2159718944606202,0.6452009603504009,3.243515735596107,-0.6178269236024794,-0.6178269236024794,0.48446209475144525,0.14308390108401658,0.2992093095809677,0.09433677971955613,0.23775855839686877,0.23775855839686877
