10,4034463534186,-0.1397438,2.1844862,-0.2281723
4,4034516585540,-0.083889574,-0.0743022,0.061519023
11,4034516585540,-0.014518,0.049626,0.304281,0.951177,0.0
4,4034492381217,-0.083889574,-0.0743022,0.061519023
11,4034473534186,-0.014518,0.049626,0.304281,0.951177,0.0
11,4034483534186,-0.014518,0.049626,0.304281,0.951177,0.0
10,4034483534186,-0.5868752,1.8565205,0.23439503
11,4034492381217,-0.014518,0.049626,0.304281,0.951177,0.0
10,4034492381217,-0.5868752,1.8565205,0.23439503
4,4034509502675,-0.083889574,-0.0743022,0.061519023
10,4034505656738,-0.5868752,1.8565205,0.23439503
11,4034505656738,-0.014518,0.049626,0.304281,0.951177,0.0
10,4034526933769,-0.5868752,1.8565205,0.23439503
11,4034526933769,-0.014518,0.049626,0.304281,0.951177,0.0
4,4034526933769,-0.083889574,-0.0743022,0.061519023
10,4034516585540,-0.5868752,1.8565205,0.23439503
4,4034519187623,-0.083889574,-0.0743022,0.061519023
4,4034505656738,-0.083889574,-0.0743022,0.061519023
4,4034497845435,-0.083889574,-0.0743022,0.061519023
4,4034537998456,-0.083889574,-0.0743022,0.061519023
10,4034473534186,-0.5868752,1.8565205,0.23439503
11,4034537998456,-0.014518,0.049626,0.304281,0.951177,0.0
4,4034531621477,-0.083889574,-0.0743022,0.061519023
10,4034537998456,-0.5868752,1.8565205,0.23439503
4,4034581474498,-0.080960095,-0.299073,0.23382555
10,4034549184654,-0.5637112,2.041367,0.0039434433
4,4034586437727,-0.080960095,-0.299073,0.23382555
10,4034576474498,-0.5637112,2.041367,0.0039434433
10,4034565379394,-0.5637112,2.041367,0.0039434433
11,4034565379394,-0.011677,0.048827,0.305805,0.950769,0.0
11,4034576474498,-0.011677,0.048827,0.305805,0.950769,0.0
4,4034576474498,-0.080960095,-0.299073,0.23382555
4,4034570343196,-0.080960095,-0.299073,0.23382555
4,4034549184654,-0.080960095,-0.299073,0.23382555
10,4034558054446,-0.5637112,2.041367,0.0039434433
